1503014399999,2
1503035999999,2
1503057599999,-2
1503079199999,-2
1503100799999,-2
1503122399999,-2
1503143999999,-1
1503165599999,-2
1503187199999,-2
1503208799999,-2
1503230399999,1
1503251999999,2
1503273599999,2
1503295199999,2
1503316799999,-2
1503338399999,-2
1503359999999,-1
1503381599999,1
1503403199999,2
1503424799999,-2
1503446399999,-2
1503467999999,-1
1503489599999,-2
1503511199999,2
1503532799999,-2
1503554399999,-2
1503575999999,1
1503597599999,-2
1503619199999,-2
1503640799999,-1
1503662399999,-2
1503683999999,2
1503705599999,-2
1503727199999,-1
1503748799999,-2
1503770399999,-1
1503791999999,2
1503813599999,2
1503835199999,-2
1503856799999,-2
1503878399999,2
1503899999999,2
1503921599999,2
1503943199999,2
1503964799999,-2
1503986399999,-1
1504007999999,1
1504029599999,2
1504051199999,-2
1504072799999,2
1504094399999,2
1504115999999,-2
1504137599999,-2
1504159199999,-1
1504180799999,1
1504202399999,-2
1504223999999,-2
1504245599999,-1
1504267199999,2
1504288799999,-2
1504310399999,-1
1504331999999,2
1504353599999,2
1504375199999,2
1504396799999,-2
1504418399999,-2
1504439999999,-2
1504461599999,2
1504483199999,-2
1504504799999,-1
1504526399999,2
1504547999999,-2
1504569599999,-2
1504591199999,1
1504612799999,-2
1504634399999,-2
1504655999999,-2
1504677599999,-1
1504699199999,-2
1504713600000,-1
1504742399999,-2
1504763999999,-1
1504785599999,-2
1504807199999,2
1504828799999,-2
1504850399999,-1
1504871999999,1
1504893599999,2
1504915199999,-2
1504936799999,-2
1504958399999,-2
1504979999999,-1
1505001599999,-2
1505023199999,2
1505044799999,2
1505066399999,-2
1505087999999,-2
1505109599999,2
1505131199999,-2
1505152799999,-2
1505174399999,-2
1505195999999,2
1505217599999,2
1505239199999,2
1505260799999,2
1505282399999,2
1505303999999,-2
1505325599999,-1
1505347199999,-2
1505368799999,-1
1505390399999,2
1505411999999,2
1505433599999,-2
1505455199999,-2
1505476799999,1
1505498399999,2
1505519999999,-2
1505541599999,-1
1505563199999,1
1505584799999,-2
1505606399999,-2
1505627999999,-1
1505649599999,1
1505671199999,-2
1505692799999,-2
1505714399999,2
1505735999999,2
1505757599999,2
1505779199999,-2
1505800799999,-1
1505822399999,-2
1505843999999,-1
1505865599999,-2
1505887199999,-2
1505908799999,-1
1505930399999,-2
1505951999999,-1
1505973599999,2
1505995199999,-2
1506016799999,2
1506038399999,-2
1506059999999,-2
1506081599999,-2
1506103199999,1
1506124799999,-2
1506146399999,-1
1506167999999,-2
1506189599999,2
1506211199999,-2
1506232799999,2
1506254399999,-2
1506275999999,-2
1506297599999,-2
1506319199999,2
1506340799999,-2
1506362399999,2
1506383999999,-2
1506405599999,-1
1506427199999,-2
1506448799999,-2
1506470399999,1
1506491999999,-2
1506513599999,2
1506535199999,2
1506556799999,-2
1506578399999,2
1506599999999,2
1506621599999,2
1506643199999,-2
1506664799999,2
1506686399999,-2
1506707999999,-1
1506729599999,-2
1506751199999,-2
1506772799999,-2
1506794399999,-2
1506815999999,-2
1506837599999,-1
1506859199999,-2
1506880799999,2
1506902399999,-2
1506923999999,-1
1506945599999,1
1506967199999,2
1506988799999,-2
1507010399999,-1
1507031999999,2
1507053599999,-2
1507075199999,-2
1507096799999,-2
1507118399999,1
1507139999999,-2
1507161599999,-2
1507183199999,-1
1507204799999,1
1507226399999,-2
1507247999999,-2
1507269599999,-1
1507291199999,1
1507312799999,2
1507334399999,-2
1507355999999,-1
1507377599999,-2
1507399199999,-2
1507420799999,1
1507442399999,2
1507463999999,-2
1507485599999,2
1507507199999,-2
1507528799999,-2
