1502945999999,-2
1502946899999,-2
1502947799999,1
1502948699999,-2
1502949599999,-2
1502950499999,-1
1502951399999,2
1502952299999,-2
1502953199999,-2
1502954099999,-2
1502954999999,-1
1502955899999,2
1502956799999,2
1502957699999,-2
1502958599999,-2
1502959499999,-1
1502960399999,-2
1502961299999,-2
1502962199999,2
1502963099999,2
1502963999999,-2
1502964899999,-1
1502965799999,-2
1502966699999,-1
1502967599999,2
1502968499999,-2
1502969399999,-2
1502970299999,-2
1502971199999,-1
1502972099999,2
1502972999999,-2
1502973899999,-2
1502974799999,-2
1502975699999,1
1502976599999,2
1502977499999,2
1502978399999,2
1502979299999,-2
1502980199999,-2
1502981099999,-1
1502981999999,2
1502982899999,-2
1502983799999,-1
1502984699999,2
1502985599999,-2
1502986499999,2
1502987399999,-2
1502988299999,-2
1502989199999,-2
1502990099999,1
1502990999999,-2
1502991899999,-2
1502992799999,2
1502993699999,-2
1502994599999,-2
1502995499999,-1
1502996399999,1
1502997299999,2
1502998199999,-2
1502999099999,-2
1502999999999,-2
1503000899999,2
1503001799999,-2
1503002699999,2
1503003599999,-2
1503004499999,-1
1503005399999,2
1503006299999,-2
1503007199999,2
1503008099999,-2
1503008999999,-1
1503009899999,-2
1503010799999,2
1503011699999,2
1503012599999,2
1503013499999,-2
1503014399999,2
1503015299999,-2
1503016199999,-1
1503017099999,-2
1503017999999,2
1503018899999,-2
1503019799999,-1
1503020699999,-2
1503021599999,-2
1503022499999,1
1503023399999,2
1503024299999,-2
1503025199999,-2
1503026099999,1
1503026999999,2
1503027899999,-2
1503028799999,-2
1503029699999,-2
1503030599999,-1
1503031499999,-2
1503032399999,-2
1503033299999,1
1503034199999,2
1503035099999,2
1503035999999,-2
1503036899999,-1
1503037799999,-2
1503038699999,2
1503039599999,2
1503040499999,-2
1503041399999,-1
1503042299999,-2
1503043199999,-1
1503044099999,-2
1503044999999,-2
1503045899999,2
1503046799999,-2
1503047699999,-1
1503048599999,-2
1503049499999,-2
1503050399999,1
1503051299999,-2
1503052199999,2
1503053099999,-2
1503053999999,-2
1503054899999,-2
1503055799999,-2
1503056699999,-1
1503057599999,-2
1503058499999,-1
1503059399999,1
1503060299999,-2
1503061199999,-2
1503062099999,2
1503062999999,-2
1503063899999,2
1503064799999,-2
1503065699999,-1
1503066599999,1
1503067499999,-2
1503068399999,-2
1503069299999,-2
1503070199999,-1
1503071099999,-2
1503071999999,2
1503072899999,-2
1503073799999,-1
1503074699999,-2
1503075599999,2
1503076499999,2
1503077399999,-2
1503078299999,-1
1503079199999,-2
1503080099999,-2
1503080999999,1
1503081899999,-2
1503082799999,-1
1503083699999,2
1503084599999,-2
1503085499999,-1
1503086399999,-2
1503087299999,-2
1503088199999,-1
1503089099999,1
1503089999999,-2
1503090899999,-1
1503091799999,-2
1503092699999,-2
1503093599999,2
1503094499999,2
1503095399999,2
1503096299999,-2
1503097199999,-1
1503098099999,-2
1503098999999,2
1503099899999,-2
1503100799999,-1
1503101699999,-2
1503102599999,-2
1503103499999,-1
1503104399999,-2
1503105299999,-2
1503106199999,-1
1503107099999,2
1503107999999,2
1503108899999,-2
1503109799999,-2
1503110699999,-2
1503111599999,-2
1503112499999,-1
1503113399999,2
1503114299999,-2
1503115199999,2
1503116099999,-2
1503116999999,-2
1503117899999,-2
1503118799999,-2
1503119699999,1
1503120599999,2
1503121499999,-2
1503122399999,-2
1503123299999,2
1503124199999,-2
1503125099999,-2
1503125999999,-2
1503126899999,-1
1503127799999,-2
1503128699999,2
1503129599999,-2
1503130499999,-1
1503131399999,-2
1503132299999,-2
1503133199999,1
1503134099999,-2
1503134999999,-2
1503135899999,-2
1503136799999,-2
1503137699999,-1
1503138599999,2
1503139499999,-2
1503140399999,-1
1503141299999,2
1503142199999,2
1503143099999,-2
1503143999999,-2
1503144899999,-2
1503145799999,-1
1503146699999,2
1503147599999,-2
1503148499999,-2
1503149399999,-1
1503150299999,2
1503151199999,-2
1503152099999,-2
1503152999999,-2
1503153899999,1
1503154799999,-2
1503155699999,2
1503156599999,-2
1503157499999,-2
1503158399999,1
1503159299999,-2
1503160199999,-1
1503161099999,1
1503161999999,2
1503162899999,-2
1503163799999,-2
1503164699999,-1
1503165599999,-2
1503166499999,2
1503167399999,-2
1503168299999,-2
1503169199999,-2
1503170099999,1
1503170999999,-2
1503171899999,-2
1503172799999,-2
1503173699999,2
1503174599999,-2
1503175499999,-1
1503176399999,2
1503177299999,-2
1503178199999,2
1503179099999,-2
1503179999999,-2
1503180899999,-1
1503181799999,-2
1503182699999,2
1503183599999,-2
1503184499999,-2
1503185399999,-2
1503186299999,-2
1503187199999,-1
1503188099999,2
1503188999999,2
1503189899999,-2
1503190799999,-1
1503191699999,1
1503192599999,2
1503193499999,-2
1503194399999,-2
1503195299999,1
1503196199999,2
1503197099999,-2
1503197999999,-1
1503198899999,-2
1503199799999,-1
1503200699999,-2
1503201599999,-1
1503202499999,-2
1503203399999,2
1503204299999,2
1503205199999,-2
1503206099999,2
1503206999999,-2
1503207899999,-2
1503208799999,-2
1503209699999,-1
1503210599999,2
1503211499999,-2
1503212399999,-2
1503213299999,-2
1503214199999,2
1503215099999,2
1503215999999,-2
1503216899999,-1
1503217799999,1
1503218699999,-2
1503219599999,-2
1503220499999,-1
1503221399999,-2
1503222299999,-1
1503223199999,1
1503224099999,-2
1503224999999,-2
1503225899999,2
1503226799999,-2
1503227699999,2
1503228599999,-2
1503229499999,2
1503230399999,-2
1503231299999,-2
1503232199999,-2
1503233099999,-1
1503233999999,-2
1503234899999,-2
1503235799999,-2
1503236699999,-1
1503237599999,2
1503238499999,2
1503239399999,-2
1503240299999,-2
1503241199999,-2
1503242099999,2
1503242999999,2
1503243899999,2
1503244799999,2
1503245699999,-2
1503246599999,-2
1503247499999,-2
1503248399999,2
1503249299999,-2
1503250199999,-1
1503251099999,1
1503251999999,2
1503252899999,2
1503253799999,-2
1503254699999,-1
1503255599999,-2
1503256499999,2
1503257399999,-2
1503258299999,-2
1503259199999,-1
1503260099999,1
1503260999999,2
1503261899999,-2
1503262799999,-1
1503263699999,-2
1503264599999,-2
1503265499999,-1
1503266399999,-2
1503267299999,2
1503268199999,-2
1503269099999,2
1503269999999,-2
1503270899999,2
1503271799999,-2
1503272699999,2
1503273599999,-2
1503274499999,-2
1503275399999,-2
1503276299999,1
1503277199999,-2
1503278099999,-1
1503278999999,-2
1503279899999,-2
1503280799999,-2
1503281699999,-2
1503282599999,2
1503283499999,-2
1503284399999,-2
1503285299999,-1
1503286199999,2
1503287099999,2
1503287999999,-2
1503288899999,-1
1503289799999,-2
1503290699999,2
1503291599999,-2
1503292499999,2
1503293399999,-2
1503294299999,2
1503295199999,-2
1503296099999,-2
1503296999999,-1
1503297899999,1
1503298799999,2
1503299699999,-2
1503300599999,-2
1503301499999,1
1503302399999,-2
1503303299999,2
1503304199999,-2
1503305099999,-1
1503305999999,-2
1503306899999,-2
1503307799999,-2
1503308699999,-2
1503309599999,-1
1503310499999,2
1503311399999,-2
1503312299999,-2
1503313199999,-2
1503314099999,1
1503314999999,2
1503315899999,-2
1503316799999,2
1503317699999,-2
1503318599999,-1
1503319499999,-2
1503320399999,-1
1503321299999,1
1503322199999,2
1503323099999,-2
1503323999999,-1
1503324899999,-2
1503325799999,-2
1503326699999,-1
1503327599999,2
1503328499999,-2
1503329399999,2
1503330299999,-2
1503331199999,-2
1503332099999,2
1503332999999,-2
1503333899999,-2
1503334799999,-2
1503335699999,1
1503336599999,-2
1503337499999,-2
1503338399999,-2
1503339299999,-2
1503340199999,2
1503341099999,2
1503341999999,-2
1503342899999,2
1503343799999,-2
1503344699999,-2
1503345599999,1
1503346499999,2
1503347399999,2
1503348299999,-2
1503349199999,-2
1503350099999,2
1503350999999,-2
1503351899999,-2
1503352799999,1
1503353699999,-2
1503354599999,-2
1503355499999,-2
1503356399999,-1
1503357299999,-2
1503358199999,-1
1503359099999,-2
1503359999999,2
1503360899999,2
1503361799999,-2
1503362699999,-1
1503363599999,2
1503364499999,-2
1503365399999,-2
1503366299999,1
1503367199999,-2
1503368099999,-2
1503368999999,-2
1503369899999,1
1503370799999,2
1503371699999,-2
1503372599999,2
1503373499999,-2
1503374399999,-1
1503375299999,2
1503376199999,-2
1503377099999,-1
1503377999999,2
1503378899999,-2
1503379799999,-2
1503380699999,-2
1503381599999,-2
1503382499999,-2
1503383399999,2
1503384299999,2
1503385199999,-2
1503386099999,-2
1503386999999,-2
1503387899999,1
1503388799999,-2
1503389699999,-2
1503390599999,-1
1503391499999,-2
1503392399999,-1
1503393299999,2
1503394199999,2
1503395099999,2
1503395999999,-2
1503396899999,-2
1503397799999,1
1503398699999,2
1503399599999,-2
1503400499999,2
1503401399999,-2
1503402299999,-1
1503403199999,-2
1503404099999,2
1503404999999,2
1503405899999,-2
1503406799999,2
1503407699999,-2
1503408599999,-2
1503409499999,-1
1503410399999,1
1503411299999,-2
1503412199999,2
1503413099999,-2
1503413999999,-1
1503414899999,1
1503415799999,-2
1503416699999,-1
1503417599999,1
1503418499999,-2
1503419399999,2
1503420299999,-2
1503421199999,-2
1503422099999,2
1503422999999,-2
1503423899999,-2
1503424799999,-2
1503425699999,-2
1503426599999,2
1503427499999,-2
1503428399999,-1
1503429299999,-2
1503430199999,-1
1503431099999,-2
1503431999999,2
1503432899999,-2
1503433799999,-2
1503434699999,1
1503435599999,-2
1503436499999,-2
1503437399999,-2
1503438299999,1
1503439199999,-2
1503440099999,-1
1503440999999,1
1503441899999,2
1503442799999,-2
1503443699999,2
1503444599999,-2
1503445499999,-1
1503446399999,-2
1503447299999,-2
1503448199999,-1
1503449099999,-2
1503449999999,-1
1503450899999,2
1503451799999,2
1503452699999,-2
1503453599999,-2
1503454499999,-2
1503455399999,2
1503456299999,-2
1503457199999,-1
